date,open,high,low,close,volume
2026-04-27,791.3433308572339,835.1961098971815,792.3399849263237,818.2529907226562,3491405
2026-04-28,818.2529885837521,812.2730641848453,788.3533665892179,796.3265991210938,1434270
2026-04-29,796.3265536529849,797.3232076625632,786.3600135572029,789.3499755859375,11664357
2026-04-30,789.3500157705746,802.3065185546875,788.3533617102582,802.3065185546875,902581
2026-05-04,802.306474796479,819.2495928977712,794.3332427488122,806.2930908203125,739741
2026-05-05,806.2930908203125,806.2930908203125,806.2930908203125,806.2930908203125,0
2026-05-06,807.2897743048964,839.1827036601514,811.2763904743032,820.2462768554688,1330526
2026-05-07,820.2462960502705,846.1593017578125,804.2998309994755,846.1593017578125,4650757
2026-05-08,846.1592770197998,830.2128124352099,814.26634785062,826.2261962890625,3038812
2026-05-11,826.2261698186184,843.1692878969254,824.2328618094058,834.1994018554688,1558972
2026-05-12,834.1994095036088,837.1893715448404,809.2830591600123,811.2763671875,1138216
2026-05-13,804.5927131308393,790.346655584917,811.2763904743032,820.2462768554688,905771
2026-05-14,795.3299169492482,797.3232250117777,782.3734145428068,793.3366088867188,2134092
2026-05-15,793.3366221759901,795.3299302719097,764.4336547851562,764.4336547851562,1068908
2026-05-19,764.4336312729324,790.3466357228624,750.4804750306625,755.4637451171875,473468
2026-05-20,755.463758906902,777.390147687841,756.4604129423991,776.3934936523438,1453018
2026-05-21,776.3934826973157,782.3734068259214,764.4336344401041,777.39013671875,610851
